hour,HR,HR_lower_95,HR_upper_95
0.0,0.9737980654786577,0.9464215440967986,1.001966489715694
0.125,0.9737068997920592,0.9460232377609122,1.0022006742103697
0.25,0.9736792402886922,0.9456765114373223,1.0025111668769622
0.375,0.9737157375880012,0.9453828083415641,1.0028977989242125
0.5,0.9738168037503077,0.945143417180325,1.0033600721630318
0.625,0.9739826101642853,0.9449594712084376,1.003897155175647
0.75,0.9742130862486098,0.9448319471936197,1.0045078812555739
0.875,0.9745079189714219,0.944761664284227,1.0051907481422837
1.0,0.9748665531907732,0.9447492827952998,1.005943919553073
1.125,0.9752881928187466,0.944795302945204,1.0067652284960853
1.25,0.9757718028114144,0.9449000635888539,1.007652182332935
1.375,0.9763161119861866,0.9450637410037823,1.0086019695469506
1.5,0.9769196166673467,0.9452863477922504,1.0096114681635306
1.625,0.9775805851596556,0.9455677319664112,1.0106772557621946
1.75,0.978297063048775,0.9459075762845863,1.0117956210152137
1.875,0.9790668793258905,0.9463053979053841,1.0129625766847632
2.0,0.9798876533322788,0.9467605484231231,1.014173874008869
2.125,0.9807568025176217,0.9472722143432537,1.015425018405576
2.25,0.981671551003634,0.9478394180506012,1.0167112864242935
2.375,0.9826289389419908,0.948461019316659,1.0180277438728296
2.5,0.9836258326526399,0.9491357173851492,1.0193692650478876
2.625,0.9846589355253523,0.9498620536678968,1.0207305529955488
2.75,0.9857247996638007,0.950638415075938,1.0221061607263402
2.875,0.9868198382475913,0.951463038003839,1.023490513306806
3.0,0.9879403385835244,0.9523340129785433,1.0248779307460474
3.125,0.9890824758129435,0.9532492899777525,1.026262651591478
3.25,0.9902423272374128,0.9542066844168946,1.0276388571431871
3.375,0.991415887220154,0.9552038837981471,1.0290006961908793
3.5,0.9925990826157509,0.9562384550097578,1.0303423101715528
3.625,0.9937877886756363,0.9573078522589898,1.0316578586400462
3.75,0.9949778453718766,0.9584094256174011,1.0329415449385035
3.875,0.996165074076836,0.9595404301528022,1.0341876419448859
4.0,0.9973452945314965,0.9606980356181004,1.0353905177750697
4.125,0.9985143420306186,0.9618793366632877,1.0365446613080291
4.25,0.9996680847486054,0.9630813635330728,1.0376447073992487
4.375,1.0008024411259775,0.9643010932090466,1.0386854616440655
4.5,1.0019133972328378,0.9655354609518297,1.0396619245502026
4.625,1.0029970240226709,0.9667813721953645,1.0405693149774964
4.75,1.0040494943873712,0.9680357147423947,1.041403092702842
4.875,1.0050670999225626,0.9692953712072497,1.0421589799697528
5.0,1.0060462673111377,0.9705572316493177,1.042832981884757
5.125,1.0069835742325493,0.9718182063381039,1.0434214055271314
5.25,1.0078757647057632,0.9730752385885313,1.0439208776442495
5.375,1.0087197637749714,0.9743253176032025,1.044328360812052
5.5,1.009512691449189,0.9755654912567217,1.0446411679488194
5.625,1.0102518758097072,0.976792878755914,1.044856975080453
5.75,1.010934865203072,0.9780046831089068,1.0449738322667612
5.875,1.0115594394417653,0.9791982033355752,1.0449901726107087
6.0,1.012123619940066,0.9803708463518422,1.0449048192860497
6.125,1.012625678718629,0.9815201384607647,1.0447169905331022
6.25,1.0130641462180647,0.9826437363842628,1.044426302587454
6.375,1.013437817869206,0.9837394377707661,1.0440327705219294
6.5,1.0137457593756993,0.9848051911159575,1.0435368069980122
6.625,1.0139873106730075,0.9858391050361985,1.0429392189389013
6.75,1.0141620885367488,0.9868394568371077,1.0422412021522902
6.875,1.014269987822436,0.9878047003231181,1.0414443339465937
7.0,1.0143111813280183,0.9887334727976468,1.0405505637995112
7.125,1.0142861182800629,0.9896246012077284,1.03956220215234
7.25,1.0141955214538345,0.990477107391573,1.038481907417143
7.375,1.0140403829468445,0.9912902123924581,1.0373126712965883
7.5,1.0138219586345283,0.9920633398076112,1.0360578025278881
7.625,1.0135417613454842,0.9927961181462358,1.0347209091726053
7.75,1.0132015528020746,0.9934883821765182,1.0333058795831374
7.875,1.0128033343800495,0.9941401732472842,1.0318168621842772
8.0,1.012349336748145,0.9947517385758736,1.0302582442144077
8.125,1.0118420084552533,0.9953235294997341,1.0286346295755224
8.25,1.011284003538694,0.9958561986951184,1.0269508159444092
8.375,1.0106781682323092,0.996350596372071,1.0252117712989899
8.5,1.0100275268574905,0.99680776546054,1.0234226100140098
8.625,1.009335266983843,0.9972289358079016,1.021588568679069
8.75,1.0086047239489349,0.9976155174134033,1.019714981789476
8.875,1.0078393648285278,0.9979690927299635,1.0178072574566348
9.0,1.0070427719497892,0.998291408068391,1.015870853279786
9.125,1.006218626040327,0.9985843641433746,1.0139112525149796
9.25,1.0053706891054441,0.9988500058045269,1.0119339406703287
9.375,1.004502787124872,0.9990905109993383,1.009944382648935
9.5,1.003618792658415,0.9993081790181095,1.0079480005525716
9.625,1.0027226074475222,0.9995054180737796,1.0059501522503391
9.75,1.0018181450968144,0.9996847322720914,1.0039561108071964
9.875,1.0009093139161596,0.9998487080297314,1.0019710448576458
10.0,1.0,1.0,1.0
10.125,0.9990940506164593,0.9980478812766838,1.0001413165672373
10.25,0.9981952579742656,0.996119436796025,1.0002754049726887
10.375,0.9973073434308825,0.9942192425410368,1.0004050361357906
10.5,0.9964339422004483,0.9923516884008503,1.0005329892360322
10.625,0.9955785886152821,0.9905209654508151,1.000662036121652
10.75,0.9947447019898836,0.9887310544978609,1.0007949256124868
10.875,0.9939355731315802,0.9869857158985865,1.0009343677653701
11.0,0.9931543515373219,0.9852884806487461,1.001083018171561
11.125,0.9924040333116321,0.9836426427343634,1.001243462356849
11.25,0.9916874498364322,0.9820512527266878,1.0014182003561742
11.375,0.9910072572194052,0.9805171125956208,1.0016096315358838
11.5,0.9903659265437637,0.9790427717091503,1.0018200397380252
11.625,0.9897657349387733,0.9776305239797551,1.0020515788224065
11.75,0.9892087574871524,0.9762824061127399,1.0023062586833877
11.875,0.9886968599825272,0.9750001969060739,1.002585931819538
12.0,0.988231692547478,0.9737854175465794,1.0028922805352434
12.125,0.9878146841203382,0.972639332843307,1.0032268048540478
12.25,0.9874470378168015,0.9715629533356872,1.0035908112238232
12.375,0.9871297271705316,0.9705570382116185,1.003985402093706
12.5,0.9868634932553173,0.9696220989690615,1.0044114664420025
12.625,0.9866488426898607,0.9687584037540257,1.0048696713328473
12.75,0.9864860465249761,0.9679659823080426,1.0053604545771977
12.875,0.9863751400117872,0.9672446314593487,1.0058840185707076
13.0,0.9863159232484061,0.966593921094036,1.0064403253770453
13.125,0.9863079627014997,0.9660132005463277,1.007029093120275
13.25,0.9863505935980855,0.9655016053508579,1.0076497937440028
13.375,0.9864429231817892,0.9650580643042969,1.0083016521880597
13.5,0.9865838348266088,0.9646813067887698,1.0089836470256235
13.625,0.986771992999937,0.9643698703151575,1.0096945125948977
13.75,0.9870058490651439,0.9641221082503908,1.0104327426498578
13.875,0.9872836479124079,0.9639361976991383,1.0111965955442435
14.0,0.9876034354046541,0.963810147516654,1.01198410095202
14.125,0.9879630666234205,0.9637418064358606,1.0127930681161261
14.25,0.9883602148971808,0.9637288712978318,1.0136210956055427
14.375,0.9887923815921271,0.9637688953805492,1.014465582548788
14.5,0.9892569066426189,0.963859296826027,1.0153237412999319
14.625,0.9897509797954728,0.9639973671704771,1.0161926114813349
14.75,0.9902716525389845,0.9641802799860576,1.017069075335654
14.875,0.9908158506840661,0.9644050996458102,1.0179498743083553
15.0,0.9913803875611689,0.9646687902256177,1.0188316267711603
15.125,0.9919619777927818,0.9649682245583554,1.019710846786605
15.25,0.992557251597261,0.9653001934558976,1.0205839638043321
15.375,0.9931627695756317,0.9656614151142661,1.0214473431709212
15.5,0.9937750379288259,0.9660485447160448,1.022297307327062
15.625,0.994390524048654,0.9664581842422763,1.0231301575587637
15.75,0.9950056724216926,0.9668868925034981,1.0239421961630975
15.875,0.995616920781288,0.9673311953964451,1.0247297488837466
16.0,0.996220716439063,0.9677875963893509,1.025489187467417
16.125,0.9968135327237571,0.9682525872348243,1.0262169521889808
16.25,0.9973918854519851,0.9687226589050618,1.0269095741910985
16.375,0.9979523493526291,0.9691943127397852,1.0275636974830444
16.5,0.9984915743641511,0.9696640717928775,1.0281761004435352
16.625,0.9990063017221851,0.9701284923592938,1.0287437166735809
16.75,0.9994933797533923,0.9705841756595556,1.029263655047747
16.875,0.9999497792907969,0.9710277796550507,1.0297332188157573
17.0,1.0003726086256997,0.9714560309635041,1.030149923611091
17.125,1.0007591279118289,0.9718657368404107,1.0305115142291539
17.25,1.0011067629386678,0.9722537971889317,1.03081598004475
17.375,1.0014131181929067,0.9726172165577561,1.0310615689469345
17.5,1.0016759891297016,0.9729531160836961,1.0312467996789425
17.625,1.0018933735789206,0.9732587453332673,1.0313704724817327
17.75,1.0020634822157424,0.9735314939951499,1.0314316779517994
17.875,1.0021847480298915,0.9737689033731267,1.031429804037276
18.0,1.0022558347333483,0.9739686776267678,1.0313645411110228
18.125,1.0022756440525686,0.9741286947046434,1.0312358850753018
18.25,1.0022433218579916,0.9742470169120822,1.0310441384698528
